,temperatures,max_production_per_alpha,max_production_per_alpha_std,average_production_per_alpha,average_production_per_alpha_std,ngenes_per_alpha,ngenes_per_alpha_std,var_per_alpha,var_per_alpha_std,entropy_per_alpha,entropy_per_alpha_std
0,0.007874015748031496,1.5947638,0.14271513,1.1104679,0.037338145,18.975,0.15612494995995993,0.050310597,0.0,2.902684180175189,0.0
1,0.008,1.6005994,0.12400254,1.1061496,0.037436295,18.99,0.09949874371066199,0.041932937,0.0,2.8987913298395998,0.0
2,0.008130081300813009,1.5941495,0.12805393,1.106599,0.036687505,18.985,0.12155245781143217,0.051280078,0.0,2.890974551027047,0.0
3,0.008264462809917356,1.6017952,0.13008812,1.1061229,0.035336647,18.995,0.0705336798983294,0.047787778,0.0,2.8762553021352515,0.0
4,0.008403361344537815,1.6012112,0.1220536,1.1083026,0.035609584,18.985,0.12155245781143219,0.03987215,0.0,2.874089246222825,0.0
5,0.008547008547008548,1.5766122,0.123361096,1.1009865,0.03798754,19.0,0.0,0.031443868,0.0,2.89951037056639,0.0
6,0.008695652173913044,1.5888109,0.13163237,1.1096494,0.035674985,18.995,0.07053367989832941,0.051779225,0.0,2.893277237490862,0.0
7,0.008849557522123894,1.6044902,0.13563408,1.1057767,0.040031146,18.98,0.13999999999999999,0.050917137,0.0,2.9049063321787236,0.0
8,0.009009009009009009,1.5875369,0.13188355,1.1064895,0.038295582,18.975,0.18540496217739155,0.04429132,0.0,2.8849999215421964,0.0
9,0.009174311926605505,1.5862385,0.12627247,1.1046476,0.03787695,18.995,0.07053367989832941,0.038325492,0.0,2.892745001917971,0.0
10,0.009345794392523364,1.5850874,0.12367895,1.1026002,0.037337396,18.98,0.13999999999999999,0.05247503,0.0,2.884041334982827,0.0
11,0.009523809523809525,1.5882995,0.12661497,1.1060836,0.0373879,18.99,0.09949874371066199,0.028922994,0.0,2.889635877019615,0.0
12,0.009708737864077669,1.596609,0.1252162,1.1071916,0.035503574,18.99,0.09949874371066197,0.02357116,0.0,2.8996108292557885,0.0
13,0.009900990099009901,1.5963291,0.1286574,1.1047437,0.035845563,18.985,0.12155245781143217,0.021162095,0.0,2.888658954060447,0.0
14,0.010101010101010102,1.5940186,0.1282929,1.1082153,0.03727582,18.97,0.17058722109231986,0.052543182,0.0,2.8703392123969773,0.0
15,0.010309278350515464,1.5926731,0.12874782,1.1128743,0.036598682,18.99,0.09949874371066199,0.042052392,0.0,2.9170764984629787,0.0
16,0.010526315789473684,1.5932263,0.12995051,1.1069936,0.03411945,18.985,0.12155245781143219,0.046277717,0.0,2.8513870169995634,0.0
17,0.010752688172043012,1.5975987,0.12330849,1.1029769,0.036614347,18.995,0.07053367989832941,0.029447969,0.0,2.8841902116842064,0.0
18,0.01098901098901099,1.606662,0.13169135,1.1131228,0.03975452,18.995,0.07053367989832941,0.053147208,0.0,2.8786355838122932,0.0
19,0.011235955056179775,1.5894526,0.13466933,1.1088911,0.034859594,18.985,0.12155245781143219,0.053627267,0.0,2.8953669839011558,0.0
20,0.011494252873563218,1.594581,0.11500934,1.1070776,0.035994425,18.99,0.09949874371066199,0.043080732,0.0,2.8454141517643134,0.0
21,0.011764705882352941,1.6066275,0.135109,1.1093724,0.033460293,18.975,0.15612494995995993,0.042573452,0.0,2.826091847833639,0.0
22,0.012048192771084338,1.5763718,0.121341184,1.1035228,0.035328437,18.985,0.12155245781143217,0.046068404,0.0,2.9079239191834114,0.0
23,0.012345679012345678,1.594411,0.12741378,1.1100689,0.041980334,18.975,0.1561249499599599,0.038182497,0.0,2.90395538070399,0.0
24,0.012658227848101266,1.5990632,0.14182541,1.1071136,0.037524674,19.0,0.0,0.058368444,0.0,2.863004965434241,0.0
