,temperatures,max_production_per_alpha,max_production_per_alpha_std,average_production_per_alpha,average_production_per_alpha_std,ngenes_per_alpha,ngenes_per_alpha_std,var_per_alpha,var_per_alpha_std
49,69.0,2.486135,0.0012346695,2.4425743,0.0063525233,16.42,1.1591376104673679,0.0011108763,0.0
50,73.0,2.4862072,0.0006159688,2.4462304,0.005516272,16.41,1.0401442207694085,0.00073771743,0.0
51,77.0,2.4862072,0.0006159688,2.4508243,0.0047019892,16.28,1.105260150371848,0.001397707,0.0
52,81.0,2.4862952,2.3841858e-07,2.4531076,0.0045479983,16.07,1.2349493916756265,0.000582411,0.0
53,85.0,2.486251,0.00043777225,2.4557526,0.0043410338,15.93,1.2349493916756265,0.00044087955,0.0
54,89.0,2.4862952,2.3841858e-07,2.4577131,0.0034224887,15.93,1.2021231218140676,0.00038928931,0.0
55,93.0,2.4862952,2.3841858e-07,2.4591286,0.0030803154,15.8,1.2083045973594573,0.0005523491,0.0
56,97.0,2.4862952,2.3841858e-07,2.4609482,0.0028031059,15.69,1.137497252743935,0.00028715713,0.0
57,101.0,2.4862952,2.3841858e-07,2.4615073,0.0029018125,15.57,1.11584049039278,0.00038963542,0.0
58,105.0,2.4862952,2.3841858e-07,2.4628024,0.002952897,15.3,1.2206555615733703,0.00027041498,0.0
59,109.0,2.4862952,2.3841858e-07,2.4637334,0.002187347,15.45,1.2278029157808676,0.0002887301,0.0
60,113.0,2.4862952,2.3841858e-07,2.4643188,0.0021622558,15.41,1.2007914056987583,0.00017071827,0.0
61,117.0,2.4862952,2.3841858e-07,2.465146,0.0018974408,15.66,1.2823416081528356,0.00024085077,0.0
62,121.0,2.4862952,2.3841858e-07,2.4652274,0.0019672054,15.49,1.1618519699169942,0.00021947382,0.0
63,125.0,2.4862952,2.3841858e-07,2.46572,0.001652139,15.21,1.2107435731813736,0.00018715959,0.0
