,SampleName,position,ANA plate,GEN plate name,Sample - sampleFunction,Design Id,Colony#,Title,nr. ,Well,Coumaric acid,Glucose,Trehalose,Coumaric acid_normalization,batch_corrected_Coumaric_acid
886,Coum_Library2_Col105,B11,f31869,Plate 10,Transformant,Coum_Library2,Col105,f31869,23,B11,0.448808692853997,0.0018959924440621364,0.009883557249741394,0.35770665652139166,1.2546836483797925
887,Coum_Library2_Col106,B12,f31869,Plate 10,Transformant,Coum_Library2,Col106,f31869,24,B12,0.4194136022142727,0.002412807371285278,0.025886163391707982,0.35770665652139166,1.172507121597808
888,Coum_Library2_Col107,C1,f31869,Plate 10,Transformant,Coum_Library2,Col107,f31869,25,C1,0.43480417848706376,3.735166720006677e-06,0.022916772909745385,0.35770665652139166,1.2155328131587664
890,Coum_Library2_Col109,C3,f31869,Plate 10,Transformant,Coum_Library2,Col109,f31869,27,C3,0.21274504577172298,0.2207522530361738,0.005637917348826686,0.35770665652139166,0.5947472374168702
891,Coum_Library2_Col110,C4,f31869,Plate 10,Transformant,Coum_Library2,Col110,f31869,28,C4,0.5236926590794593,0.008773752585663236,0.09220462699052445,0.35770665652139166,1.464028274374987
892,Coum_Library2_Col111,C5,f31869,Plate 10,Transformant,Coum_Library2,Col111,f31869,29,C5,0.6728784993763551,0.0047328779299930885,0.02643026556981882,0.35770665652139166,1.8810902372349771
894,Coum_Library2_Col113,C7,f31869,Plate 10,Transformant,Coum_Library2,Col113,f31869,31,C7,0.4379731580854697,0.014186311173247314,0.03228440695319495,0.35770665652139166,1.2243919706293693
895,Coum_Library2_Col114,C8,f31869,Plate 10,Transformant,Coum_Library2,Col114,f31869,32,C8,0.32581381003042975,-7.93755321824242e-05,0.007715323331062419,0.35770665652139166,0.9108407799812508
896,Coum_Library2_Col115,C9,f31869,Plate 10,Transformant,Coum_Library2,Col115,f31869,33,C9,0.3692103136186011,-0.0003741367983235644,0.012851859056052815,0.35770665652139166,1.0321594716997433
897,Coum_Library2_Col116,C10,f31869,Plate 10,Transformant,Coum_Library2,Col116,f31869,34,C10,0.23720993545971786,0.002887051302477538,0.055956931924289736,0.35770665652139166,0.6631409595966861
898,Coum_Library2_Col117,C11,f31869,Plate 10,Transformant,Coum_Library2,Col117,f31869,35,C11,0.428357252956354,-0.000363089420015377,0.019216972055308902,0.35770665652139166,1.1975098733750773
899,Coum_Library2_Col118,C12,f31869,Plate 10,Transformant,Coum_Library2,Col118,f31869,36,C12,0.4487185403747666,-0.003284417914511526,0.027195776036339922,0.35770665652139166,1.2544316193006944
900,Coum_Library2_Col119,D1,f31869,Plate 10,Transformant,Coum_Library2,Col119,f31869,37,D1,0.3396031988411463,0.011131329059113923,0.004228563585476756,0.35770665652139166,0.9493902130413312
902,Coum_Library2_Col121,D3,f31869,Plate 10,Transformant,Coum_Library2,Col121,f31869,39,D3,0.58524391999895,0.18578152802795156,0.01997727773283335,0.35770665652139166,1.6361001656784966
904,Coum_Library2_Col123,D5,f31869,Plate 10,Transformant,Coum_Library2,Col123,f31869,41,D5,0.30710864442481123,0.35306388961091967,0.002660521334344336,0.35770665652139166,0.8585488663011376
907,Coum_Library2_Col126,D8,f31869,Plate 10,Transformant,Coum_Library2,Col126,f31869,44,D8,0.470426092658767,0.198342504023811,0.011147803106591338,0.35770665652139166,1.3151169654865913
908,Coum_Library2_Col127,D9,f31869,Plate 10,Transformant,Coum_Library2,Col127,f31869,45,D9,0.33220782044591013,0.004655317906923853,0.04491805870153614,0.35770665652139166,0.9287157909683555
909,Coum_Library2_Col128,D10,f31869,Plate 10,Transformant,Coum_Library2,Col128,f31869,46,D10,0.4576535933142582,0.006240374509831578,0.02823606663210638,0.35770665652139166,1.279410335174709
910,Coum_Library2_Col129,D11,f31869,Plate 10,Transformant,Coum_Library2,Col129,f31869,47,D11,0.38422198810001035,4.5001577611928846e-05,0.017301390365006032,0.35770665652139166,1.0741259104218905
911,Coum_Library2_Col130,D12,f31869,Plate 10,Transformant,Coum_Library2,Col130,f31869,48,D12,0.4648979308366445,0.006599009750178808,0.03067391229330264,0.35770665652139166,1.2996625093803436
913,Coum_Library2_Col132,E2,f31869,Plate 10,Transformant,Coum_Library2,Col132,f31869,50,E2,0.38500515342326835,0.17935046762240245,0.003204894622748896,0.35770665652139166,1.0763153170459498
914,Coum_Library2_Col133,E3,f31869,Plate 10,Transformant,Coum_Library2,Col133,f31869,51,E3,0.3339543201047646,-0.0001771819301765781,0.026030657019031823,0.35770665652139166,0.9335982823254881
915,Coum_Library2_Col134,E4,f31869,Plate 10,Transformant,Coum_Library2,Col134,f31869,52,E4,0.5269686699000743,0.000787301770535377,0.014018674356718525,0.35770665652139166,1.4731866469154185
916,Coum_Library2_Col135,E5,f31869,Plate 10,Transformant,Coum_Library2,Col135,f31869,53,E5,0.3529057241033477,0.018135183190071815,0.010669712574459513,0.35770665652139166,0.9865785768016401
918,Coum_Library2_Col137,E7,f31869,Plate 10,Transformant,Coum_Library2,Col137,f31869,55,E7,0.28172358009562565,0.017093007886303604,0.020493205441444052,0.35770665652139166,0.7875827160593472
920,Coum_Library2_Col138,E9,f31869,Plate 10,Transformant,Coum_Library2,Col138,f31869,57,E9,0.44888882814422,0.16557322992199308,0.015421596361717,0.35770665652139166,1.2549076735377314
921,Coum_Library2_Col139,E10,f31869,Plate 10,Transformant,Coum_Library2,Col139,f31869,58,E10,0.40834947418135176,0.0014130993544819617,0.017302435266588145,0.35770665652139166,1.1415763915395059
922,SHK0058,E11,f31869,Plate 10,Control,nan,,f31869,59,E11,0.3505574499342462,0.002073376011337955,0.010948615046593706,0.35770665652139166,0.98001377257927
923,Coum_Library2_Col140,E12,f31869,Plate 10,Transformant,Coum_Library2,Col140,f31869,60,E12,0.6554085287098046,0.0008404336259985443,0.01933947684123256,0.35770665652139166,1.8322514181969374
924,Coum_Library2_Col141,F1,f31869,Plate 10,Transformant,Coum_Library2,Col141,f31869,61,F1,0.5350229433488755,0.0005737998666837654,0.00923839912628746,0.35770665652139166,1.4957030672893834
925,Coum_Library2_Col142,F2,f31869,Plate 10,Transformant,Coum_Library2,Col142,f31869,62,F2,0.4497061246267467,0.0028847179999732346,0.06355955533140085,0.35770665652139166,1.2571924967794197
926,Coum_Library2_Col143,F3,f31869,Plate 10,Transformant,Coum_Library2,Col143,f31869,63,F3,0.26920941383047975,-0.00024391607385112191,0.014514531961580854,0.35770665652139166,0.7525982782889041
927,SHK0066,F4,f31869,Plate 10,Control,nan,,f31869,64,F4,0.3051432511723968,0.00013176204184118907,0.013012299210904528,0.35770665652139166,0.8530544389076767
928,Coum_Library2_Col144,F5,f31869,Plate 10,Transformant,Coum_Library2,Col144,f31869,65,F5,0.3538245642385005,0.0012571571304712174,0.011486844638070655,0.35770665652139166,0.9891472741361775
929,Coum_Library2_Col145,F6,f31869,Plate 10,Transformant,Coum_Library2,Col145,f31869,66,F6,0.3390768105769331,0.003415016899547014,0.012862439621818711,0.35770665652139166,0.9479186489688809
930,Coum_Library2_Col146,F7,f31869,Plate 10,Transformant,Coum_Library2,Col146,f31869,67,F7,0.2093911237884644,0.006182346007910528,0.004814295731753976,0.35770665652139166,0.5853710574601575
932,Coum_Library2_Col148,F9,f31869,Plate 10,Transformant,Coum_Library2,Col148,f31869,69,F9,0.41445931637585676,0.10014489399016747,0.006878151511983972,0.35770665652139166,1.1586569856048266
933,Coum_Library2_Col149,F10,f31869,Plate 10,Transformant,Coum_Library2,Col149,f31869,70,F10,0.4520234164275025,0.0017878902408138598,0.07240533489687732,0.35770665652139166,1.2636706871024372
934,Coum_Library2_Col150,F11,f31869,Plate 10,Transformant,Coum_Library2,Col150,f31869,71,F11,0.38245730076975915,0.0015140121812860575,0.011928197192535343,0.35770665652139166,1.069192573851047
935,Coum_Library2_Col151,F12,f31869,Plate 10,Transformant,Coum_Library2,Col151,f31869,72,F12,0.7462843385493172,0.001463869962953716,0.013793901935931222,0.35770665652139166,2.0863026307834103
936,SHK0046,G1,f31869,Plate 10,Control,nan,,f31869,73,G1,0.3251094464192193,-0.0004766073023217662,0.006159785867691052,0.35770665652139166,0.9088716703816134
937,Coum_Library2_Col152,G2,f31869,Plate 10,Transformant,Coum_Library2,Col152,f31869,74,G2,0.5123805595004269,-0.00178714454445262,0.014526897931828566,0.35770665652139166,1.4324043183406217
938,Coum_Library2_Col153,G3,f31869,Plate 10,Transformant,Coum_Library2,Col153,f31869,75,G3,0.39991299331277513,0.003593465332705065,0.047137312636877246,0.35770665652139166,1.117991477155694
939,Coum_Library2_Col154,G4,f31869,Plate 10,Transformant,Coum_Library2,Col154,f31869,76,G4,0.7747016890992041,0.0040496449092575545,0.020197965655795274,0.35770665652139166,2.1657458002962136
941,Coum_Library2_Col156,G6,f31869,Plate 10,Transformant,Coum_Library2,Col156,f31869,78,G6,0.4747439774042715,0.02430503770735963,0.02524724082945979,0.35770665652139166,1.3271879869976104
942,SHK0058,G7,f31869,Plate 10,Control,nan,,f31869,79,G7,0.34325994600835263,0.0030543383625235743,0.009718887357592135,0.35770665652139166,0.9596129670788637
943,Coum_Library2_Col157,G8,f31869,Plate 10,Transformant,Coum_Library2,Col157,f31869,80,G8,0.5745577327227986,0.004992913618630387,0.052377289198740414,0.35770665652139166,1.6062260018033485
945,Coum_Library2_Col159,G10,f31869,Plate 10,Transformant,Coum_Library2,Col159,f31869,82,G10,0.4156214783841516,0.1445445145671979,0.01806096494631259,0.35770665652139166,1.161905910351144
946,Coum_Library2_Col160,G11,f31869,Plate 10,Transformant,Coum_Library2,Col160,f31869,83,G11,0.5282757424482996,0.008954610529111692,0.04820519926421714,0.35770665652139166,1.476840681651412
947,Coum_Library2_Col161,G12,f31869,Plate 10,Transformant,Coum_Library2,Col161,f31869,84,G12,0.5525532803125616,0.0013451477246169362,0.031007423761686786,0.35770665652139166,1.544710645549638
948,Coum_Library2_Col162,H1,f31869,Plate 10,Transformant,Coum_Library2,Col162,f31869,85,H1,0.39836826487642935,0.0036449411603674048,0.035703307159661586,0.35770665652139166,1.113673054760741
949,Coum_Library2_Col163,H2,f31869,Plate 10,Transformant,Coum_Library2,Col163,f31869,86,H2,0.2628391112104563,0.010082109606966061,0.0029825760468007233,0.35770665652139166,0.7347895445013557
950,Coum_Library2_Col164,H3,f31869,Plate 10,Transformant,Coum_Library2,Col164,f31869,87,H3,0.44205896061964467,-0.0015026701258480054,0.016446240733854617,0.35770665652139166,1.2358141861785805
951,Coum_Library2_Col165,H4,f31869,Plate 10,Transformant,Coum_Library2,Col165,f31869,88,H4,0.45938544747534,0.0011127301466208202,0.024308437287374567,0.35770665652139166,1.2842518837718853
954,Coum_Library2_Col168,H7,f31869,Plate 10,Transformant,Coum_Library2,Col168,f31869,91,H7,1.0523499798912697,0.19894386096644784,0.015241411229254586,0.35770665652139166,2.941935691454869
955,Coum_Library2_Col169,H8,f31869,Plate 10,Transformant,Coum_Library2,Col169,f31869,92,H8,0.5960557866869225,0.0066272374399221025,0.012859167809783857,0.35770665652139166,1.6663256772558188
956,Coum_Library2_Col170,H9,f31869,Plate 10,Transformant,Coum_Library2,Col170,f31869,93,H9,0.5279786004348844,0.0013754220385330076,0.01773653271686113,0.35770665652139166,1.476009995367
957,SHK0046,H10,f31869,Plate 10,Control,nan,,f31869,94,H10,0.26346295592638114,0.0003963344793588667,0.004538067762306137,0.35770665652139166,0.7365335565418125
958,Coum_Library2_Col171,H11,f31869,Plate 10,Transformant,Coum_Library2,Col171,f31869,95,H11,0.5089582179124681,0.004858321345809728,0.01382712027755372,0.35770665652139166,1.4228368654415333
959,Coum_Library2_Col172,H12,f31869,Plate 10,Transformant,Coum_Library2,Col172,f31869,96,H12,0.39580228266576467,0.0011744789622108007,0.007674624068452297,0.35770665652139166,1.1064996288155313
960,Coum_Library2_Col173,A1,f31870,Plate 11,Transformant,Coum_Library2,Col173,f31870,1,A1,0.42705188782920334,0.0020702508069538445,0.04568046123307169,0.42554994842347815,1.0035294080313941
961,SHK0058,A2,f31870,Plate 11,Control,nan,,f31870,2,A2,0.4254455008421096,0.0017478337454160703,0.05798624239943175,0.42554994842347815,0.9997545585852953
962,Coum_Library2_Col174,A3,f31870,Plate 11,Transformant,Coum_Library2,Col174,f31870,3,A3,0.5672502178587651,-0.0001684496687509487,0.06876001546803649,0.42554994842347815,1.3329815218172145
964,Coum_Library2_Col176,A5,f31870,Plate 11,Transformant,Coum_Library2,Col176,f31870,5,A5,0.5209539164798169,0.13634362247408743,0.061441295414523964,0.42554994842347815,1.224189824037763
965,Coum_Library2_Col177,A6,f31870,Plate 11,Transformant,Coum_Library2,Col177,f31870,6,A6,0.4969282522917836,0.003517587692136499,0.04572561598920793,0.42554994842347815,1.1677319058144373
966,Coum_Library2_Col178,A7,f31870,Plate 11,Transformant,Coum_Library2,Col178,f31870,7,A7,0.42820338152078113,0.005169580690446472,0.04539411508526055,0.42554994842347815,1.0062353035340106
968,Coum_Library2_Col180,A9,f31870,Plate 11,Transformant,Coum_Library2,Col180,f31870,9,A9,0.5198174292841933,0.4716390176237992,0.07173073104894558,0.42554994842347815,1.2215191923062028
969,Coum_Library2_Col181,A10,f31870,Plate 11,Transformant,Coum_Library2,Col181,f31870,10,A10,0.5522556941276708,0.005413295493300137,0.08505456760083065,0.42554994842347815,1.2977458842930085
970,Coum_Library2_Col182,A11,f31870,Plate 11,Transformant,Coum_Library2,Col182,f31870,11,A11,0.6670264901398982,0.002625716616671427,0.06380802511062553,0.42554994842347815,1.567445825363182
971,SHK0066,A12,f31870,Plate 11,Control,nan,,f31870,12,A12,0.4256543960048468,-0.001073502173421205,0.061497744907109776,0.42554994842347815,1.0002454414147048
972,Coum_Library2_Col183,B1,f31870,Plate 11,Transformant,Coum_Library2,Col183,f31870,13,B1,0.42130345581799894,0.0010808454890759583,0.05804955117690056,0.42554994842347815,0.990021165268117
973,Coum_Library2_Col184,B2,f31870,Plate 11,Transformant,Coum_Library2,Col184,f31870,14,B2,0.5008045016438258,0.0037521223459678807,0.08577057798184891,0.42554994842347815,1.1768407057717687
974,Coum_Library2_Col185,B3,f31870,Plate 11,Transformant,Coum_Library2,Col185,f31870,15,B3,0.4955929761669637,0.0021258834974022126,0.08601289478835078,0.42554994842347815,1.1645941398958495
975,Coum_Library2_Col186,B4,f31870,Plate 11,Transformant,Coum_Library2,Col186,f31870,16,B4,0.25520137537985327,0.008340662754431627,0.009039215006383924,0.42554994842347815,0.599697817671674
976,SHK0046,B5,f31870,Plate 11,Control,nan,,f31870,17,B5,0.3033565012344377,6.602904027334458e-05,0.028352755473205375,0.42554994842347815,0.7128575678560725
977,Coum_Library2_Col187,B6,f31870,Plate 11,Transformant,Coum_Library2,Col187,f31870,18,B6,0.721269605554779,0.003847904823542905,0.05544181914524308,0.42554994842347815,1.694911744736063
978,Coum_Library2_Col188,B7,f31870,Plate 11,Transformant,Coum_Library2,Col188,f31870,19,B7,0.46250396806837757,0.004314618905398203,0.053441314998059486,0.42554994842347815,1.086838266064423
980,SHK0066,B9,f31870,Plate 11,Control,nan,,f31870,21,B9,0.41250583842229777,0.14197694310847495,0.05022270269677873,0.42554994842347815,0.9693476405072906
981,Coum_Library2_Col190,B10,f31870,Plate 11,Transformant,Coum_Library2,Col190,f31870,22,B10,0.45497382373518763,0.0033559942587668983,0.05600484104069097,0.42554994842347815,1.0691431767779909
982,Coum_Library2_Col191,B11,f31870,Plate 11,Transformant,Coum_Library2,Col191,f31870,23,B11,0.5740374074064777,0.009929321543266971,0.07124099748936907,0.42554994842347815,1.3489307413456315
983,Coum_Library2_Col192,B12,f31870,Plate 11,Transformant,Coum_Library2,Col192,f31870,24,B12,0.4207385636822442,0.0038396053333121403,0.059901869581094586,0.42554994842347815,0.9886937250044124
984,Coum_Library2_Col193,C1,f31870,Plate 11,Transformant,Coum_Library2,Col193,f31870,25,C1,0.4736577112958286,0.002033022454987209,0.05974289991420474,0.42554994842347815,1.113048451892836
985,Coum_Library2_Col194,C2,f31870,Plate 11,Transformant,Coum_Library2,Col194,f31870,26,C2,0.27912614854745993,0.003060776792813553,0.006241185802023624,0.42554994842347815,0.6559186520443253
986,Coum_Library2_Col195,C3,f31870,Plate 11,Transformant,Coum_Library2,Col195,f31870,27,C3,0.42085669090765676,0.0028110071287479753,0.05429313598841818,0.42554994842347815,0.9889713122203202
988,Coum_Library2_Col197,C5,f31870,Plate 11,Transformant,Coum_Library2,Col197,f31870,29,C5,0.4433894116764401,0.1713296945248751,0.03184085560422728,0.42554994842347815,1.0419209620845948
989,Coum_Library2_Col198,C6,f31870,Plate 11,Transformant,Coum_Library2,Col198,f31870,30,C6,0.5983893661619984,0.012207959535917984,0.06561684011510423,0.42554994842347815,1.406155419308199
990,Coum_Library2_Col199,C7,f31870,Plate 11,Transformant,Coum_Library2,Col199,f31870,31,C7,0.29707822533903366,0.005352405168722096,0.00810295460890912,0.42554994842347815,0.6981042447299318
991,Coum_Library2_Col200,C8,f31870,Plate 11,Transformant,Coum_Library2,Col200,f31870,32,C8,0.4608965436901465,0.0016974722084046987,0.0610171564111147,0.42554994842347815,1.0830609788524608
992,Coum_Library2_Col201,C9,f31870,Plate 11,Transformant,Coum_Library2,Col201,f31870,33,C9,0.4347091174815533,0.004970675884257939,0.06140417233415595,0.42554994842347815,1.02152313516194
994,Coum_Library2_Col203,C11,f31870,Plate 11,Transformant,Coum_Library2,Col203,f31870,35,C11,0.5614083157956816,0.10290777312095892,0.11709104887189122,0.42554994842347815,1.3192536337403253
995,Coum_Library2_Col204,C12,f31870,Plate 11,Transformant,Coum_Library2,Col204,f31870,36,C12,0.8563850934661591,0.0024226107264049496,0.06972530327235088,0.42554994842347815,2.0124196857238092
996,Coum_Library2_Col205,D1,f31870,Plate 11,Transformant,Coum_Library2,Col205,f31870,37,D1,0.5688910933402933,0.0011853050633348825,0.07489715059960815,0.42554994842347815,1.336837415790665
998,Coum_Library2_Col207,D3,f31870,Plate 11,Transformant,Coum_Library2,Col207,f31870,39,D3,0.6717507364209806,0.13577895057353379,0.09260529180696815,0.42554994842347815,1.5785473336551794
999,Coum_Library2_Col208,D4,f31870,Plate 11,Transformant,Coum_Library2,Col208,f31870,40,D4,0.4719936015057393,0.004285663455636074,0.05064061168476756,0.42554994842347815,1.109137959608078
1000,Coum_Library2_Col209,D5,f31870,Plate 11,Transformant,Coum_Library2,Col209,f31870,41,D5,0.9840169865108338,0.00977760638540378,0.0446571791455693,0.42554994842347815,2.3123419240356893
1001,Coum_Library2_Col210,D6,f31870,Plate 11,Transformant,Coum_Library2,Col210,f31870,42,D6,0.4636295828037119,0.0007176852717528581,0.0716900588616211,0.42554994842347815,1.0894833485970477
1002,Coum_Library2_Col211,D7,f31870,Plate 11,Transformant,Coum_Library2,Col211,f31870,43,D7,0.48002987627912735,0.003716211320625772,0.06996331851570219,0.42554994842347815,1.1280224050254954
1003,Coum_Library2_Col212,D8,f31870,Plate 11,Transformant,Coum_Library2,Col212,f31870,44,D8,0.4128305796822807,0.0029532753027783406,0.04338544579861458,0.42554994842347815,0.9701107501285842
1005,Coum_Library2_Col214,D10,f31870,Plate 11,Transformant,Coum_Library2,Col214,f31870,46,D10,0.44193861448066185,0.1444630853974593,0.04849117629160534,0.42554994842347815,1.0385117331535305
1006,Coum_Library2_Col215,D11,f31870,Plate 11,Transformant,Coum_Library2,Col215,f31870,47,D11,0.45644989982627515,0.002453300541149435,0.043152558686716455,0.42554994842347815,1.0726118085956093
1007,Coum_Library2_Col216,D12,f31870,Plate 11,Transformant,Coum_Library2,Col216,f31870,48,D12,0.46574399858470034,0.00031203765069092137,0.05561538031423372,0.42554994842347815,1.0944520151162698
1009,Coum_Library2_Col218,E2,f31870,Plate 11,Transformant,Coum_Library2,Col218,f31870,50,E2,0.4854392874703739,0.13657456521149605,0.0496875116455083,0.42554994842347815,1.1407339826235814
1011,Coum_Library2_Col220,E4,f31870,Plate 11,Transformant,Coum_Library2,Col220,f31870,52,E4,0.3629516066298046,0.1328758592081344,0.037781277825904486,0.42554994842347815,0.8529001307000983
1012,Coum_Library2_Col221,E5,f31870,Plate 11,Transformant,Coum_Library2,Col221,f31870,53,E5,0.4401383395514725,0.01131397044697684,0.03759990222108581,0.42554994842347815,1.0342812663520218
1014,Coum_Library2_Col223,E7,f31870,Plate 11,Transformant,Coum_Library2,Col223,f31870,55,E7,0.4679462665673097,0.1755852570169367,0.035582988817676596,0.42554994842347815,1.0996271255604562
1016,Coum_Library2_Col224,E9,f31870,Plate 11,Transformant,Coum_Library2,Col224,f31870,57,E9,0.4249560377980361,0.15462953621896577,0.038773168044825015,0.42554994842347815,0.998604369175364
1017,Coum_Library2_Col225,E10,f31870,Plate 11,Transformant,Coum_Library2,Col225,f31870,58,E10,0.5451434199579311,0.22094255952756658,0.06631288203221576,0.42554994842347815,1.2810327482766881
1018,SHK0058,E11,f31870,Plate 11,Control,nan,,f31870,59,E11,0.4313695636895813,0.0016731300166955248,0.054614982252914904,0.42554994842347815,1.0136755163234372
1019,Coum_Library2_Col226,E12,f31870,Plate 11,Transformant,Coum_Library2,Col226,f31870,60,E12,0.3724291859429307,0.005108737049982921,0.006519148329434871,0.42554994842347815,0.8751714982522208
1020,Coum_Library2_Col227,F1,f31870,Plate 11,Transformant,Coum_Library2,Col227,f31870,61,F1,0.4601444551304919,0.003942026401093384,0.06128525601097949,0.42554994842347815,1.081293645634725
1021,Coum_Library2_Col228,F2,f31870,Plate 11,Transformant,Coum_Library2,Col228,f31870,62,F2,0.4521852963009966,0.004666940460280618,0.07848536818335627,0.42554994842347815,1.062590415005791
1023,SHK0066,F4,f31870,Plate 11,Control,nan,,f31870,64,F4,0.4241122752346598,0.15074028254760052,0.06162264801224496,0.42554994842347815,0.9966216111783247
1024,Coum_Library2_Col230,F5,f31870,Plate 11,Transformant,Coum_Library2,Col230,f31870,65,F5,0.5065411078252205,0.0019010772088230603,0.0736207256877334,0.42554994842347815,1.1903211590126797
1026,Coum_Library2_Col232,F7,f31870,Plate 11,Transformant,Coum_Library2,Col232,f31870,67,F7,0.6996036189181549,0.09910657390487862,0.07218517743179975,0.42554994842347815,1.6439988337678222
1027,Coum_Library2_Col233,F8,f31870,Plate 11,Transformant,Coum_Library2,Col233,f31870,68,F8,0.5200631474675702,0.025368281508517037,0.05765434273922536,0.42554994842347815,1.2220966055670603
1030,Coum_Library2_Col236,F11,f31870,Plate 11,Transformant,Coum_Library2,Col236,f31870,71,F11,0.441195253428453,0.12449675308833072,0.051866168832815265,0.42554994842347815,1.036764908709155
1031,Coum_Library2_Col237,F12,f31870,Plate 11,Transformant,Coum_Library2,Col237,f31870,72,F12,0.4671903208423483,0.0034624898447256527,0.06423325342472624,0.42554994842347815,1.097850728388369
1032,SHK0046,G1,f31870,Plate 11,Control,nan,,f31870,73,G1,0.30141645623049373,0.0025033789048597294,0.02796638573823377,0.42554994842347815,0.7082986552980256
1033,Coum_Library2_Col238,G2,f31870,Plate 11,Transformant,Coum_Library2,Col238,f31870,74,G2,0.5421122009104883,0.0017007809014680287,0.051145278122256235,0.42554994842347815,1.2739096853820209
1034,Coum_Library2_Col239,G3,f31870,Plate 11,Transformant,Coum_Library2,Col239,f31870,75,G3,0.5245262179064171,-0.00015539731467142083,0.05207434413174843,0.42554994842347815,1.2325843766392484
1035,Coum_Library2_Col240,G4,f31870,Plate 11,Transformant,Coum_Library2,Col240,f31870,76,G4,0.7673245187086827,0.003243757210755878,0.0558509033372603,0.42554994842347815,1.8031362042255352
1036,Coum_Library2_Col241,G5,f31870,Plate 11,Transformant,Coum_Library2,Col241,f31870,77,G5,0.4845498138367586,0.001305117994942437,0.070189455567294,0.42554994842347815,1.1386438081636607
1037,Coum_Library2_Col242,G6,f31870,Plate 11,Transformant,Coum_Library2,Col242,f31870,78,G6,0.4419245860439537,0.004485227014707458,0.06748866403861878,0.42554994842347815,1.0384787677243015
1038,SHK0058,G7,f31870,Plate 11,Control,nan,,f31870,79,G7,0.430266796014533,0.0009220928772989387,0.06229829419145694,0.42554994842347815,1.0110841221072384
1039,Coum_Library2_Col243,G8,f31870,Plate 11,Transformant,Coum_Library2,Col243,f31870,80,G8,0.45116293586551093,0.002949576188400347,0.06754664848997881,0.42554994842347815,1.060187969795133
1040,Coum_Library2_Col244,G9,f31870,Plate 11,Transformant,Coum_Library2,Col244,f31870,81,G9,0.2611149877426043,0.0026050494141952687,0.004710509673375991,0.42554994842347815,0.6135942178114436
1041,Coum_Library2_Col245,G10,f31870,Plate 11,Transformant,Coum_Library2,Col245,f31870,82,G10,0.42825964529757005,0.0021663168323047093,0.05526808964786247,0.42554994842347815,1.0063675178063831
1044,Coum_Library2_Col248,H1,f31870,Plate 11,Transformant,Coum_Library2,Col248,f31870,85,H1,0.43370985342753093,0.0865056532774,0.06416836338286486,0.42554994842347815,1.019174964147646
1046,Coum_Library2_Col250,H3,f31870,Plate 11,Transformant,Coum_Library2,Col250,f31870,87,H3,0.6431336288572207,0.06205663552698083,0.051480609530095436,0.42554994842347815,1.5112999807421388
1050,Coum_Library2_Col254,H7,f31870,Plate 11,Transformant,Coum_Library2,Col254,f31870,91,H7,0.41304881308464203,0.040053855937022306,0.06776179650293981,0.42554994842347815,0.970623576891153
1051,Coum_Library2_Col255,H8,f31870,Plate 11,Transformant,Coum_Library2,Col255,f31870,92,H8,0.9475368099387401,0.004632898309220941,0.05824977030177283,0.42554994842347815,2.226617142004248
1053,SHK0046,H10,f31870,Plate 11,Control,nan,,f31870,94,H10,0.24412916112246497,0.06718805907399501,0.030794926224096304,0.42554994842347815,0.5736792168037683
1054,Coum_Library2_Col257,H11,f31870,Plate 11,Transformant,Coum_Library2,Col257,f31870,95,H11,0.5017781271568064,0.005354493241576525,0.08619407182553361,0.42554994842347815,1.179128628767853
1055,Coum_Library2_Col258,H12,f31870,Plate 11,Transformant,Coum_Library2,Col258,f31870,96,H12,0.485634962303578,0.0010047760534992395,0.03986829083667757,0.42554994842347815,1.1411937989951473
1056,Coum_Library2_Col259,A1,f31871,Plate 12,Transformant,Coum_Library2,Col259,f31871,1,A1,0.23761303365528022,0.009774989074300227,0.006641805561181431,0.44265913032419973,0.5367855701547475
1057,SHK0058,A2,f31871,Plate 12,Control,nan,,f31871,2,A2,0.43880770701800537,0.027181480965955865,0.05567257476689693,0.44265913032419973,0.9912993474157562
1058,Coum_Library2_Col260,A3,f31871,Plate 12,Transformant,Coum_Library2,Col260,f31871,3,A3,0.9209503684832369,0.004117655531726633,0.04334217135164032,0.44265913032419973,2.0804955899333666
1060,Coum_Library2_Col262,A5,f31871,Plate 12,Transformant,Coum_Library2,Col262,f31871,5,A5,0.5272571457275956,0.1464596054474147,0.05129612421419858,0.44265913032419973,1.191113228233736
1061,Coum_Library2_Col263,A6,f31871,Plate 12,Transformant,Coum_Library2,Col263,f31871,6,A6,0.43512970006927465,0.02297902355227787,0.06171491222489934,0.44265913032419973,0.9829904553207552
1062,Coum_Library2_Col264,A7,f31871,Plate 12,Transformant,Coum_Library2,Col264,f31871,7,A7,1.1162955313304737,0.013008802184559675,0.027611251596811517,0.44265913032419973,2.52179488653698
1064,Coum_Library2_Col266,A9,f31871,Plate 12,Transformant,Coum_Library2,Col266,f31871,9,A9,0.3408075995465148,0.15170940694852478,0.025508711600528592,0.44265913032419973,0.7699097933367154
1065,Coum_Library2_Col267,A10,f31871,Plate 12,Transformant,Coum_Library2,Col267,f31871,10,A10,0.4507888468821506,0.006222181532962322,0.061866914591395365,0.44265913032419973,1.0183656362221576
1066,Coum_Library2_Col268,A11,f31871,Plate 12,Transformant,Coum_Library2,Col268,f31871,11,A11,0.9109687286765571,0.004160269535194381,0.05455640420305675,0.44265913032419973,2.057946320929541
