,SampleName,position,ANA plate,GEN plate name,Sample - sampleFunction,Design Id,Colony#,Title,nr. ,Well,Coumaric acid,Glucose,Trehalose,Coumaric acid_normalization,batch_corrected_Coumaric_acid
0,Coum_Library1_Col001,A1,f31860,Plate 1,Transformant,Coum_Library1,Col001,f31860,1,A1,0.5683727211902735,0.0022475129571695564,0.012687770384153689,0.5651133634515377,1.0057676175251433
1,SHK0058,A2,f31860,Plate 1,Control,nan,,f31860,2,A2,0.5615365838996572,0.0004127684299048758,0.024087813597501135,0.5651133634515377,0.9936706866565062
2,Coum_Library1_Col002,A3,f31860,Plate 1,Transformant,Coum_Library1,Col002,f31860,3,A3,0.9005703836198511,0.0005152172135475591,0.04416744006436432,0.5651133634515377,1.5936101353531007
3,Coum_Library1_Col003,A4,f31860,Plate 1,Transformant,Coum_Library1,Col003,f31860,4,A4,0.4977549684786391,0.007204539153033014,0.04675561618576348,0.5651133634515377,0.8808055173894768
4,Coum_Library1_Col004,A5,f31860,Plate 1,Transformant,Coum_Library1,Col004,f31860,5,A5,0.3406660973838389,0.01529069079517164,0.031746131891774304,0.5651133634515377,0.6028278915634833
5,Coum_Library1_Col005,A6,f31860,Plate 1,Transformant,Coum_Library1,Col005,f31860,6,A6,0.6826806321167332,0.001557639788730316,0.023862959860608244,0.5651133634515377,1.2080419191419063
6,Coum_Library1_Col006,A7,f31860,Plate 1,Transformant,Coum_Library1,Col006,f31860,7,A7,0.3409504990220754,0.010152109680310672,0.04512713614580984,0.5651133634515377,0.6033311563181857
8,Coum_Library1_Col008,A9,f31860,Plate 1,Transformant,Coum_Library1,Col008,f31860,9,A9,0.8862717714192181,0.09353251067172572,0.037954151472411296,0.5651133634515377,1.5683079338385206
9,Coum_Library1_Col009,A10,f31860,Plate 1,Transformant,Coum_Library1,Col009,f31860,10,A10,0.7460334621530779,0.0017841238033724249,0.04245929423638236,0.5651133634515377,1.3201483284637547
10,Coum_Library1_Col010,A11,f31860,Plate 1,Transformant,Coum_Library1,Col010,f31860,11,A11,0.6645948822089265,0.0006067958124879734,0.016845581323896706,0.5651133634515377,1.1760381636523094
11,SHK0066,A12,f31860,Plate 1,Control,nan,,f31860,12,A12,0.5469009310607654,-0.003103589980092222,0.020687896659320075,0.5651133634515377,0.9677720727049589
13,Coum_Library1_Col012,B2,f31860,Plate 1,Transformant,Coum_Library1,Col012,f31860,14,B2,0.6357469627147228,0.26181250625924435,0.03692734323364227,0.5651133634515377,1.1249901415032495
14,Coum_Library1_Col013,B3,f31860,Plate 1,Transformant,Coum_Library1,Col013,f31860,15,B3,0.6114987461265287,0.014007859315024258,0.085381399864962,0.5651133634515377,1.0820815533217678
15,Coum_Library1_Col014,B4,f31860,Plate 1,Transformant,Coum_Library1,Col014,f31860,16,B4,0.5547361146658395,-0.0004638012106369137,0.05446387441087401,0.5651133634515377,0.9816368724280077
16,SHK0046,B5,f31860,Plate 1,Control,nan,,f31860,17,B5,0.4261574659965896,-0.0005263334602085514,0.018215983700514148,0.5651133634515377,0.7541096947234649
17,Coum_Library1_Col015,B6,f31860,Plate 1,Transformant,Coum_Library1,Col015,f31860,18,B6,0.7459323534491941,0.006920970648650698,0.11655451740342002,0.5651133634515377,1.3199694109041589
18,Coum_Library1_Col016,B7,f31860,Plate 1,Transformant,Coum_Library1,Col016,f31860,19,B7,0.8176107878486422,0.011608474121556508,0.10075146808099546,0.5651133634515377,1.4468084471670042
19,Coum_Library1_Col017,B8,f31860,Plate 1,Transformant,Coum_Library1,Col017,f31860,20,B8,0.6269677175156217,0.0010593272284561846,0.028402111880158648,0.5651133634515377,1.1094547714927439
20,SHK0066,B9,f31860,Plate 1,Control,nan,,f31860,21,B9,0.5654128023556145,0.0021217606779255797,0.02023381148577083,0.5651133634515377,1.0005298740455328
23,Coum_Library1_Col020,B12,f31860,Plate 1,Transformant,Coum_Library1,Col020,f31860,24,B12,0.5833452678232747,0.11647536452775069,0.016998406153718847,0.5651133634515377,1.0322623840646452
24,Coum_Library1_Col021,C1,f31860,Plate 1,Transformant,Coum_Library1,Col021,f31860,25,C1,0.5953406664521917,0.0033020105292674634,0.020771559886161778,0.5651133634515377,1.0534889191365693
25,Coum_Library1_Col022,C2,f31860,Plate 1,Transformant,Coum_Library1,Col022,f31860,26,C2,0.5054338839827743,0.0074037720087646135,0.04266328224561079,0.5651133634515377,0.894393791885827
26,Coum_Library1_Col023,C3,f31860,Plate 1,Transformant,Coum_Library1,Col023,f31860,27,C3,0.6548999425557581,0.0015097185142185846,0.04272821527622537,0.5651133634515377,1.158882420609967
27,Coum_Library1_Col024,C4,f31860,Plate 1,Transformant,Coum_Library1,Col024,f31860,28,C4,0.6236946111767543,0.000505076501535609,0.0400926720817819,0.5651133634515377,1.1036628250434928
28,Coum_Library1_Col025,C5,f31860,Plate 1,Transformant,Coum_Library1,Col025,f31860,29,C5,0.5795952698511047,0.01036852958331935,0.058764314154061754,0.5651133634515377,1.0256265509474345
29,Coum_Library1_Col026,C6,f31860,Plate 1,Transformant,Coum_Library1,Col026,f31860,30,C6,0.6605692687736295,0.00594353571357681,0.03133955994828306,0.5651133634515377,1.1689146134132746
30,Coum_Library1_Col027,C7,f31860,Plate 1,Transformant,Coum_Library1,Col027,f31860,31,C7,0.6139256419211241,-0.0008589689241156735,0.03277438138530318,0.5651133634515377,1.0863760824402666
31,Coum_Library1_Col028,C8,f31860,Plate 1,Transformant,Coum_Library1,Col028,f31860,32,C8,0.9749427711083539,0.001756821385211751,0.04569833680703086,0.5651133634515377,1.7252162736936618
32,Coum_Library1_Col029,C9,f31860,Plate 1,Transformant,Coum_Library1,Col029,f31860,33,C9,0.5895010692364289,0.0017030167638745197,0.06310025300451813,0.5651133634515377,1.0431554221898744
33,Coum_Library1_Col030,C10,f31860,Plate 1,Transformant,Coum_Library1,Col030,f31860,34,C10,0.371801553079309,0.010600741368033262,0.004496306877701119,0.5651133634515377,0.6579238381631255
34,Coum_Library1_Col031,C11,f31860,Plate 1,Transformant,Coum_Library1,Col031,f31860,35,C11,0.9248592546799078,0.0022826700143020184,0.045918247440483125,0.5651133634515377,1.6365906639176844
35,Coum_Library1_Col032,C12,f31860,Plate 1,Transformant,Coum_Library1,Col032,f31860,36,C12,0.5860344134721414,0.0008798985468209072,0.02863383382826716,0.5651133634515377,1.037020979105545
36,Coum_Library1_Col033,D1,f31860,Plate 1,Transformant,Coum_Library1,Col033,f31860,37,D1,0.6993750689609475,-0.0025762879524348367,0.014237188142840893,0.5651133634515377,1.2375836676191494
37,Coum_Library1_Col034,D2,f31860,Plate 1,Transformant,Coum_Library1,Col034,f31860,38,D2,0.8814769163178282,0.0011135424500992902,0.008559508021564929,0.5651133634515377,1.5598231670439355
38,Coum_Library1_Col035,D3,f31860,Plate 1,Transformant,Coum_Library1,Col035,f31860,39,D3,0.9471396863447012,0.0017165497616907501,0.06410965036129344,0.5651133634515377,1.6760171455862676
39,Coum_Library1_Col036,D4,f31860,Plate 1,Transformant,Coum_Library1,Col036,f31860,40,D4,0.6497594482010101,-0.00021977184557188948,0.012993050970312559,0.5651133634515377,1.1497860256435632
40,Coum_Library1_Col037,D5,f31860,Plate 1,Transformant,Coum_Library1,Col037,f31860,41,D5,0.5867715326026207,0.002162394724778365,0.01288723564856434,0.5651133634515377,1.0383253530208552
41,Coum_Library1_Col038,D6,f31860,Plate 1,Transformant,Coum_Library1,Col038,f31860,42,D6,0.7841372168214548,0.004026622241938435,0.0859409804810498,0.5651133634515377,1.387575073490011
43,Coum_Library1_Col040,D8,f31860,Plate 1,Transformant,Coum_Library1,Col040,f31860,44,D8,0.6526441871413464,0.0057228455915847,0.023659382454529452,0.5651133634515377,1.1548907340559025
44,Coum_Library1_Col041,D9,f31860,Plate 1,Transformant,Coum_Library1,Col041,f31860,45,D9,0.6557121462955101,-0.00489747111645032,0.023374998958068032,0.5651133634515377,1.160319660980273
45,Coum_Library1_Col042,D10,f31860,Plate 1,Transformant,Coum_Library1,Col042,f31860,46,D10,0.6390830537811188,-0.0007167102148564379,0.027957367099551194,0.5651133634515377,1.130893542983654
46,Coum_Library1_Col043,D11,f31860,Plate 1,Transformant,Coum_Library1,Col043,f31860,47,D11,1.2057917902384883,0.002308060320751049,0.05513177535204421,0.5651133634515377,2.133716645583967
47,Coum_Library1_Col044,D12,f31860,Plate 1,Transformant,Coum_Library1,Col044,f31860,48,D12,0.6227506415620098,-0.0014631326784242595,0.027148747529668376,0.5651133634515377,1.101992417518569
49,Coum_Library1_Col046,E2,f31860,Plate 1,Transformant,Coum_Library1,Col046,f31860,50,E2,0.5758160952868099,0.11397026656781174,0.011285939528376226,0.5651133634515377,1.0189390882032998
50,Coum_Library1_Col047,E3,f31860,Plate 1,Transformant,Coum_Library1,Col047,f31860,51,E3,0.6093265935943379,0.000585746776850944,0.01669584511403109,0.5651133634515377,1.0782378067875789
51,Coum_Library1_Col048,E4,f31860,Plate 1,Transformant,Coum_Library1,Col048,f31860,52,E4,0.585534932448578,-5.690999317618625e-05,0.0503086760152746,0.5651133634515377,1.036137119236239
52,Coum_Library1_Col049,E5,f31860,Plate 1,Transformant,Coum_Library1,Col049,f31860,53,E5,0.5645346666565173,-0.00017620649711652027,0.013418626906923118,0.5651133634515377,0.9989759633509887
53,Coum_Library1_Col050,E6,f31860,Plate 1,Transformant,Coum_Library1,Col050,f31860,54,E6,0.8040630964014173,0.0009278978534744789,0.036688374332481115,0.5651133634515377,1.4228350423186746
54,Coum_Library1_Col051,E7,f31860,Plate 1,Transformant,Coum_Library1,Col051,f31860,55,E7,0.3408480919341646,0.006033058187912668,0.006404394108922881,0.5651133634515377,0.603149941194754
56,Coum_Library1_Col052,E9,f31860,Plate 1,Transformant,Coum_Library1,Col052,f31860,57,E9,0.6469462007422397,0.25471253347699274,0.036909670590480496,0.5651133634515377,1.1448078254438938
57,Coum_Library1_Col053,E10,f31860,Plate 1,Transformant,Coum_Library1,Col053,f31860,58,E10,0.5074609434556763,0.03611211900640335,0.03548577382337962,0.5651133634515377,0.897980788060402
58,SHK0058,E11,f31860,Plate 1,Control,nan,,f31860,59,E11,0.5763494456939698,0.0007087484744990542,0.03747092352546416,0.5651133634515377,1.01988288185897
59,Coum_Library1_Col054,E12,f31860,Plate 1,Transformant,Coum_Library1,Col054,f31860,60,E12,0.5685046026837047,0.0037402026555009658,0.121189845388994,0.5651133634515377,1.0060009892731157
60,Coum_Library1_Col055,F1,f31860,Plate 1,Transformant,Coum_Library1,Col055,f31860,61,F1,1.210299155361884,0.015680666831145575,0.07277610509230871,0.5651133634515377,2.141692682632297
61,Coum_Library1_Col056,F2,f31860,Plate 1,Transformant,Coum_Library1,Col056,f31860,62,F2,0.6290882324235331,0.0006815986650762705,0.032261946476457734,0.5651133634515377,1.1132071423355778
62,Coum_Library1_Col057,F3,f31860,Plate 1,Transformant,Coum_Library1,Col057,f31860,63,F3,0.6454017210278135,-0.00022960185602384674,0.019002594868522512,0.5651133634515377,1.1420747813958942
63,SHK0066,F4,f31860,Plate 1,Control,nan,,f31860,64,F4,0.5648139245474609,-0.00048547834103847737,0.021472319814879844,0.5651133634515377,0.999470125954467
64,Coum_Library1_Col058,F5,f31860,Plate 1,Transformant,Coum_Library1,Col058,f31860,65,F5,0.7117722464679807,-0.0006081595919173866,0.02824316172192689,0.5651133634515377,1.2595211730982538
65,Coum_Library1_Col059,F6,f31860,Plate 1,Transformant,Coum_Library1,Col059,f31860,66,F6,0.8802351020034676,0.006522299349998186,0.052698019945391014,0.5651133634515377,1.5576257065082724
66,Coum_Library1_Col060,F7,f31860,Plate 1,Transformant,Coum_Library1,Col060,f31860,67,F7,0.7403815624459866,0.001265683263105441,0.061126315930417466,0.5651133634515377,1.3101469728550834
67,Coum_Library1_Col061,F8,f31860,Plate 1,Transformant,Coum_Library1,Col061,f31860,68,F8,0.35684168548238293,0.007853241501739504,0.037631790107672175,0.5651133634515377,0.6314515078937512
68,Coum_Library1_Col062,F9,f31860,Plate 1,Transformant,Coum_Library1,Col062,f31860,69,F9,0.5686731856214213,0.006777680276443279,0.045803248921996574,0.5651133634515377,1.0062993062987244
69,Coum_Library1_Col063,F10,f31860,Plate 1,Transformant,Coum_Library1,Col063,f31860,70,F10,0.7584745364944584,0.003752434667168055,0.07859677508381174,0.5651133634515377,1.3421635118694246
71,Coum_Library1_Col065,F12,f31860,Plate 1,Transformant,Coum_Library1,Col065,f31860,72,F12,0.3564967525083417,0.219716546298578,0.00759989191531509,0.5651133634515377,0.6308411295230566
72,SHK0046,G1,f31860,Plate 1,Control,nan,,f31860,73,G1,0.40881433217776075,0.0016802589707158677,0.009111654451488855,0.5651133634515377,0.7234200403275711
73,Coum_Library1_Col066,G2,f31860,Plate 1,Transformant,Coum_Library1,Col066,f31860,74,G2,0.6342796969415124,0.003203338139153458,0.02786585087249787,0.5651133634515377,1.1223937318833306
75,Coum_Library1_Col068,G4,f31860,Plate 1,Transformant,Coum_Library1,Col068,f31860,76,G4,0.6468891893735086,0.23900649842843244,0.04059847848671511,0.5651133634515377,1.1447069406083576
76,Coum_Library1_Col069,G5,f31860,Plate 1,Transformant,Coum_Library1,Col069,f31860,77,G5,0.6175332007833899,0.0010957924517075645,0.022635942844538404,0.5651133634515377,1.0927598615111276
77,Coum_Library1_Col070,G6,f31860,Plate 1,Transformant,Coum_Library1,Col070,f31860,78,G6,0.7580610232510056,0.0030930331837853513,0.02764532841839742,0.5651133634515377,1.3414317768403194
78,SHK0058,G7,f31860,Plate 1,Control,nan,,f31860,79,G7,0.5734563549514918,-0.0035747083054117677,0.017788378663708703,0.5651133634515377,1.0147633944612418
79,Coum_Library1_Col071,G8,f31860,Plate 1,Transformant,Coum_Library1,Col071,f31860,80,G8,0.6431318076426603,0.002431127581121515,0.049705301342192136,0.5651133634515377,1.138058041513317
80,Coum_Library1_Col072,G9,f31860,Plate 1,Transformant,Coum_Library1,Col072,f31860,81,G9,0.3563841296738026,0.008072880004813258,0.008511443076115656,0.5651133634515377,0.630641837059238
81,Coum_Library1_Col073,G10,f31860,Plate 1,Transformant,Coum_Library1,Col073,f31860,82,G10,0.6138452557883933,-0.003119235366089878,0.03479486872693592,0.5651133634515377,1.086233834640215
82,Coum_Library1_Col074,G11,f31860,Plate 1,Transformant,Coum_Library1,Col074,f31860,83,G11,0.5452487665539081,0.039143091918345516,0.04291159100708258,0.5651133634515377,0.964848474337427
83,Coum_Library1_Col075,G12,f31860,Plate 1,Transformant,Coum_Library1,Col075,f31860,84,G12,0.6404484212665503,-1.8106403475921607e-05,0.03032897292050319,0.5651133634515377,1.1333096378306988
84,Coum_Library1_Col076,H1,f31860,Plate 1,Transformant,Coum_Library1,Col076,f31860,85,H1,0.8797732574986359,0.002705022017705558,0.02605141710125505,0.5651133634515377,1.556808446583625
85,Coum_Library1_Col077,H2,f31860,Plate 1,Transformant,Coum_Library1,Col077,f31860,86,H2,0.7670643926321625,0.0008964151492196401,0.022729383466952607,0.5651133634515377,1.3573637472438633
86,Coum_Library1_Col078,H3,f31860,Plate 1,Transformant,Coum_Library1,Col078,f31860,87,H3,0.6762431852646067,0.0005070726089283506,0.020386806665804495,0.5651133634515377,1.1966504935121731
87,Coum_Library1_Col079,H4,f31860,Plate 1,Transformant,Coum_Library1,Col079,f31860,88,H4,0.5714241315420076,0.0022074383659572015,0.019750667213736774,0.5651133634515377,1.0111672604093551
88,Coum_Library1_Col080,H5,f31860,Plate 1,Transformant,Coum_Library1,Col080,f31860,89,H5,0.822963592117913,0.013453812769119864,0.016986339483815702,0.5651133634515377,1.4562805365130738
90,Coum_Library1_Col082,H7,f31860,Plate 1,Transformant,Coum_Library1,Col082,f31860,91,H7,0.6438047598443203,0.24436671372943247,0.02276834070527914,0.5651133634515377,1.1392488684255488
91,Coum_Library1_Col083,H8,f31860,Plate 1,Transformant,Coum_Library1,Col083,f31860,92,H8,0.4688518658851893,0.01189214428956508,0.03832947211044018,0.5651133634515377,0.8296598456309492
92,Coum_Library1_Col084,H9,f31860,Plate 1,Transformant,Coum_Library1,Col084,f31860,93,H9,0.6350186758513332,0.0006760054801524793,0.017423435262447447,0.5651133634515377,1.1237013967831788
93,SHK0046,H10,f31860,Plate 1,Control,nan,,f31860,94,H10,0.4247186345380575,0.0008845951937725559,0.009111132627969839,0.5651133634515377,0.7515636012286232
94,Coum_Library1_Col085,H11,f31860,Plate 1,Transformant,Coum_Library1,Col085,f31860,95,H11,0.6410629624141305,0.01062823426596751,0.04519130631367812,0.5651133634515377,1.1343971030851512
95,Coum_Library1_Col086,H12,f31860,Plate 1,Transformant,Coum_Library1,Col086,f31860,96,H12,0.8815013380112046,0.0020625774923705154,0.023745586675175807,0.5651133634515377,1.5598663826090873
97,SHK0058,A2,f31861,Plate 2,Control,nan,,f31861,2,A2,0.49886919673626434,0.2213047865687055,0.0229339072662232,0.5018017885952004,0.9941558760339498
98,Coum_Library1_Col088,A3,f31861,Plate 2,Transformant,Coum_Library1,Col088,f31861,3,A3,0.634898934667731,0.009054480809139573,0.04199545597439187,0.5018017885952004,1.2652384847912508
99,Coum_Library1_Col089,A4,f31861,Plate 2,Transformant,Coum_Library1,Col089,f31861,4,A4,0.8619639285551666,0.003501898829523131,0.029930550928094723,0.5018017885952004,1.717737856152813
100,Coum_Library1_Col090,A5,f31861,Plate 2,Transformant,Coum_Library1,Col090,f31861,5,A5,0.5982668250387205,0.0008450598915193371,0.057018109431197526,0.5018017885952004,1.1922373308265302
101,Coum_Library1_Col091,A6,f31861,Plate 2,Transformant,Coum_Library1,Col091,f31861,6,A6,0.6144040813446224,-0.004684321307280831,0.030544250008920158,0.5018017885952004,1.2243959573453362
103,Coum_Library1_Col093,A8,f31861,Plate 2,Transformant,Coum_Library1,Col093,f31861,8,A8,1.2188110949755846,0.2268753052601358,0.029381665844637788,0.5018017885952004,2.4288695709667745
104,Coum_Library1_Col094,A9,f31861,Plate 2,Transformant,Coum_Library1,Col094,f31861,9,A9,0.6280242783440474,0.0014595648257583814,0.030227036543133346,0.5018017885952004,1.2515385409490234
105,Coum_Library1_Col095,A10,f31861,Plate 2,Transformant,Coum_Library1,Col095,f31861,10,A10,0.5556477838853177,-0.0008999834838067765,0.02081095562722781,0.5018017885952004,1.1073053076212815
106,Coum_Library1_Col096,A11,f31861,Plate 2,Transformant,Coum_Library1,Col096,f31861,11,A11,0.6013954901098284,-0.0016683353845525887,0.04464513898584274,0.5018017885952004,1.198472193161052
107,SHK0066,A12,f31861,Plate 2,Control,nan,,f31861,12,A12,0.49851880324679426,0.001156222490322733,0.014948524510827624,0.5018017885952004,0.9934576053274005
108,Coum_Library1_Col097,B1,f31861,Plate 2,Transformant,Coum_Library1,Col097,f31861,13,B1,0.5742345701446053,-0.0006637760411317336,0.021968100535973516,0.5018017885952004,1.1443454032959532
109,Coum_Library1_Col098,B2,f31861,Plate 2,Transformant,Coum_Library1,Col098,f31861,14,B2,0.8667334897105939,0.0020737318147026383,0.03677666586972342,0.5018017885952004,1.7272427269281438
110,Coum_Library1_Col099,B3,f31861,Plate 2,Transformant,Coum_Library1,Col099,f31861,15,B3,0.535078794680958,-0.0013310477685402771,0.014968569673407208,0.5018017885952004,1.0663150408030966
111,Coum_Library1_Col100,B4,f31861,Plate 2,Transformant,Coum_Library1,Col100,f31861,16,B4,0.5301596019556488,0.0009227460904797669,0.019762334433713676,0.5018017885952004,1.0565119814336184
112,SHK0046,B5,f31861,Plate 2,Control,nan,,f31861,17,B5,0.3807487672408015,0.0004423150971173281,0.007624637975197055,0.5018017885952004,0.758763272460052
113,Coum_Library1_Col101,B6,f31861,Plate 2,Transformant,Coum_Library1,Col101,f31861,18,B6,0.6516838408356401,0.00961326702079025,0.04325133475183181,0.5018017885952004,1.2986877600815974
114,Coum_Library1_Col102,B7,f31861,Plate 2,Transformant,Coum_Library1,Col102,f31861,19,B7,0.49519287510701504,0.0028299427285474518,0.03786617426217739,0.5018017885952004,0.9868296334560961
115,Coum_Library1_Col103,B8,f31861,Plate 2,Transformant,Coum_Library1,Col103,f31861,20,B8,0.5537453967177741,-0.0025271177133838734,0.03259149857357121,0.5018017885952004,1.10351419485369
116,SHK0066,B9,f31861,Plate 2,Control,nan,,f31861,21,B9,0.504258906028758,-0.00024504047809154885,0.019989299100662616,0.5018017885952004,1.0048965896284194
117,Coum_Library1_Col104,B10,f31861,Plate 2,Transformant,Coum_Library1,Col104,f31861,22,B10,0.7311714582218363,0.011039967057363742,0.0617992222061405,0.5018017885952004,1.4570921723271628
118,Coum_Library1_Col105,B11,f31861,Plate 2,Transformant,Coum_Library1,Col105,f31861,23,B11,0.6195994955447286,-0.0009703000435455382,0.03194440560383938,0.5018017885952004,1.234749476041734
120,Coum_Library1_Col107,C1,f31861,Plate 2,Transformant,Coum_Library1,Col107,f31861,25,C1,0.37204361480913006,0.37327161599043435,0.054281055154088535,0.5018017885952004,0.7414154816997967
122,Coum_Library1_Col109,C3,f31861,Plate 2,Transformant,Coum_Library1,Col109,f31861,27,C3,0.6141844810086303,0.2527404076671687,0.032915523014943444,0.5018017885952004,1.223958333683996
123,Coum_Library1_Col110,C4,f31861,Plate 2,Transformant,Coum_Library1,Col110,f31861,28,C4,0.6303196300306849,0.004459620264441219,0.04199201671719739,0.5018017885952004,1.2561127607680944
124,Coum_Library1_Col111,C5,f31861,Plate 2,Transformant,Coum_Library1,Col111,f31861,29,C5,0.7646204638077713,0.005036516232867385,0.05997324214238958,0.5018017885952004,1.5237499769547147
126,Coum_Library1_Col113,C7,f31861,Plate 2,Transformant,Coum_Library1,Col113,f31861,31,C7,0.38033239315555756,0.006539580380070516,0.08686824118205458,0.5018017885952004,0.7579335143868304
127,Coum_Library1_Col114,C8,f31861,Plate 2,Transformant,Coum_Library1,Col114,f31861,32,C8,0.5928672162451308,-0.002778405145506856,0.012486905615949598,0.5018017885952004,1.181476889320919
128,Coum_Library1_Col115,C9,f31861,Plate 2,Transformant,Coum_Library1,Col115,f31861,33,C9,0.7952428403818023,0.0022800714293507176,0.08400484710995054,0.5018017885952004,1.5847748223618199
129,Coum_Library1_Col116,C10,f31861,Plate 2,Transformant,Coum_Library1,Col116,f31861,34,C10,0.5970454338171778,-0.000953994535389212,0.03148229022539451,0.5018017885952004,1.1898033195310302
131,Coum_Library1_Col118,C12,f31861,Plate 2,Transformant,Coum_Library1,Col118,f31861,36,C12,0.5940547462998654,0.16189771606939132,0.02585824910980475,0.5018017885952004,1.1838434214491904
132,Coum_Library1_Col119,D1,f31861,Plate 2,Transformant,Coum_Library1,Col119,f31861,37,D1,0.8159716511701144,0.01407206828773391,0.03542600017976561,0.5018017885952004,1.626083584624989
134,Coum_Library1_Col121,D3,f31861,Plate 2,Transformant,Coum_Library1,Col121,f31861,39,D3,0.5161063806205992,0.24610275804458467,0.012733541360408298,0.5018017885952004,1.0285064588259931
135,Coum_Library1_Col122,D4,f31861,Plate 2,Transformant,Coum_Library1,Col122,f31861,40,D4,0.5597531110026969,0.006451745422069315,0.02106904495105664,0.5018017885952004,1.1154864803685371
137,Coum_Library1_Col124,D6,f31861,Plate 2,Transformant,Coum_Library1,Col124,f31861,42,D6,0.5031093369291705,0.2826340970544078,0.03974554229673915,0.5018017885952004,1.0026057068023424
138,Coum_Library1_Col125,D7,f31861,Plate 2,Transformant,Coum_Library1,Col125,f31861,43,D7,0.5475875085682081,0.002163160244404952,0.013232611750157107,0.5018017885952004,1.091242640049541
140,Coum_Library1_Col127,D9,f31861,Plate 2,Transformant,Coum_Library1,Col127,f31861,45,D9,0.47769606813962906,0.1440529274537875,0.0412544683842021,0.5018017885952004,0.9519616689229913
141,Coum_Library1_Col128,D10,f31861,Plate 2,Transformant,Coum_Library1,Col128,f31861,46,D10,0.3940948612329194,0.008960664811541154,0.008531123448793868,0.5018017885952004,0.7853596184584999
142,Coum_Library1_Col129,D11,f31861,Plate 2,Transformant,Coum_Library1,Col129,f31861,47,D11,0.8861523552298812,-0.001135804100938049,0.02469543063127085,0.5018017885952004,1.7659410057319134
143,Coum_Library1_Col130,D12,f31861,Plate 2,Transformant,Coum_Library1,Col130,f31861,48,D12,0.5749365227880116,0.0013670949196305658,0.024151478304058602,0.5018017885952004,1.1457442676670258
144,Coum_Library1_Col131,E1,f31861,Plate 2,Transformant,Coum_Library1,Col131,f31861,49,E1,0.5445221711442612,-0.00027876201523633243,0.012706384312235967,0.5018017885952004,1.085133978236022
147,Coum_Library1_Col134,E4,f31861,Plate 2,Transformant,Coum_Library1,Col134,f31861,52,E4,0.8387774869650811,0.3079397154473941,0.047238448004777306,0.5018017885952004,1.671531481211432
148,Coum_Library1_Col135,E5,f31861,Plate 2,Transformant,Coum_Library1,Col135,f31861,53,E5,0.30107505757319236,0.014371478473140931,0.03450261752491749,0.5018017885952004,0.5999880120317133
150,Coum_Library1_Col137,E7,f31861,Plate 2,Transformant,Coum_Library1,Col137,f31861,55,E7,0.6697230157950697,0.2986464161430692,0.018133760959237542,0.5018017885952004,1.3346365657044916
152,Coum_Library1_Col138,E9,f31861,Plate 2,Transformant,Coum_Library1,Col138,f31861,57,E9,0.5163844084115519,0.22595564309342722,0.015532951977938355,0.5018017885952004,1.0290605178135688
153,Coum_Library1_Col139,E10,f31861,Plate 2,Transformant,Coum_Library1,Col139,f31861,58,E10,0.5886220198876387,0.004200356452994269,0.037999761284199164,0.5018017885952004,1.1730169825330685
154,SHK0058,E11,f31861,Plate 2,Control,nan,,f31861,59,E11,0.5157560526317216,0.00011778066723787763,0.01349130161935002,0.5018017885952004,1.027808318650251
155,Coum_Library1_Col140,E12,f31861,Plate 2,Transformant,Coum_Library1,Col140,f31861,60,E12,0.5212226862193756,0.0007160490735321158,0.027300737922351184,0.5018017885952004,1.038702328420439
157,Coum_Library1_Col142,F2,f31861,Plate 2,Transformant,Coum_Library1,Col142,f31861,62,F2,0.5565639195259318,0.22047944042882384,0.007150102474455913,0.5018017885952004,1.1091309998795311
158,Coum_Library1_Col143,F3,f31861,Plate 2,Transformant,Coum_Library1,Col143,f31861,63,F3,0.4705355751672248,0.002107126074772925,0.06237773119022107,0.5018017885952004,0.9376921044552158
159,SHK0066,F4,f31861,Plate 2,Control,nan,,f31861,64,F4,0.4993446711616429,-0.0012323475293423115,0.014401969062306723,0.5018017885952004,0.9951034103715807
160,Coum_Library1_Col144,F5,f31861,Plate 2,Transformant,Coum_Library1,Col144,f31861,65,F5,0.5048174429820648,-0.001249287814684185,0.009827425492425934,0.5018017885952004,1.0060096525269604
161,Coum_Library1_Col145,F6,f31861,Plate 2,Transformant,Coum_Library1,Col145,f31861,66,F6,0.56545129341552,-0.002473589962848819,0.013367846279110421,0.5018017885952004,1.12684192497302
162,Coum_Library1_Col146,F7,f31861,Plate 2,Transformant,Coum_Library1,Col146,f31861,67,F7,0.5824418742247761,0.002162740253261297,0.05219813281884376,0.5018017885952004,1.1607010725396745
163,Coum_Library1_Col147,F8,f31861,Plate 2,Transformant,Coum_Library1,Col147,f31861,68,F8,0.6437101568606116,0.0006280950556964247,0.02019284518299309,0.5018017885952004,1.2827976533576837
165,Coum_Library1_Col149,F10,f31861,Plate 2,Transformant,Coum_Library1,Col149,f31861,70,F10,0.6318062920301888,0.03169115752829248,0.018509045377285798,0.5018017885952004,1.2590754086368194
166,Coum_Library1_Col150,F11,f31861,Plate 2,Transformant,Coum_Library1,Col150,f31861,71,F11,0.5647300879102928,-0.00175031777818827,0.026562128018901333,0.5018017885952004,1.1254046931384218
167,Coum_Library1_Col151,F12,f31861,Plate 2,Transformant,Coum_Library1,Col151,f31861,72,F12,0.5704258846688878,7.675474453323429e-05,0.019495597447177156,0.5018017885952004,1.13675538356649
